SK_ID_CURR,TARGET
100001,0.3110880489689459
100005,0.5709129682091587
100013,0.5439087824222454
100028,0.4641762917831064
100038,0.5906444449157782
100042,0.29179688463880177
100057,0.4720688929949072
100065,0.4484238158494502
100066,0.3355157446292856
100067,0.3510367850777975
100074,0.22035442354202786
100090,0.49200782244329216
100091,0.443397875286839
100092,0.37395966478657144
100106,0.6509752395721037
100107,0.44973486992027756
100109,0.3763912420533982
100117,0.30362559757487506
100128,0.369219738200139
100141,0.4995667436907097
100150,0.4407139768831547
100168,0.42464385019620265
100169,0.2420505785594528
100170,0.7294504145863309
100171,0.5698181155281948
100172,0.596094623967818
100184,0.48197389907767235
100187,0.5549033447137216
100212,0.4126472533901579
100222,0.35006863581837727
100223,0.49692042622213234
100232,0.38193268880513703
100241,0.34823709536095826
100245,0.2937434257916498
100253,0.5093800039672577
100256,0.43182693534872424
100271,0.35657473721706734
100278,0.6024327785169774
100280,0.5822352576214345
100306,0.629460502569739
100311,0.5497882358290631
100312,0.45049001975749503
100330,0.4637654313466245
100331,0.5267082313899258
100352,0.39708631962325663
100358,0.448217482041056
100367,0.5034609336644169
100382,0.4405746271707169
100384,0.31045503249573164
100385,0.5399765309269513
100386,0.343313836724675
100399,0.3462730408908455
100404,0.4696893207108173
100416,0.2776764544874061
100422,0.5781017633460744
100426,0.329411445911163
100438,0.4590627319758044
100444,0.571302751568165
100445,0.6262212153102451
100446,0.3171833917949118
100447,0.3016324580167333
100450,0.3442079317012974
100466,0.3701316870435464
100483,0.40983551465862444
100484,0.3853547352458394
100494,0.3620573347613745
100510,0.5360290210625019
100512,0.2644354581264862
100517,0.5524685731559624
100548,0.31706832255779516
100551,0.41858077808151395
100552,0.6139333065482435
100553,0.5310868437519752
100561,0.4391424009185011
100568,0.541866986840256
100569,0.48639696917814085
100591,0.49049850144067825
100592,0.25422910494219203
100602,0.47597477204539684
100607,0.5082452349794773
100613,0.5424781519689177
100617,0.41818922393700586
100618,0.38409930784720375
100622,0.6191322089692847
100625,0.6127955758398369
100677,0.4679570200834755
100699,0.4602330489813753
100702,0.654534420871975
100711,0.28992639014158955
100729,0.6376132437236377
100740,0.5944805506598151
100744,0.5688266351687749
100745,0.473060169578912
100747,0.6390118146451648
100751,0.5500801286341622
100752,0.27971428150532957
100753,0.37520171313249756
100754,0.592310934073695
100760,0.5730485804476836
100762,0.3916948751897163
100763,0.32587668664952374
100765,0.35472751752479703
100770,0.5172466863108135
100772,0.4785276853367699
100777,0.5138914693804495
100791,0.4348023586668004
100792,0.4257087940824086
100797,0.4682464027947536
100823,0.4421538115989315
100826,0.4655045888860577
100830,0.18990136214739106
100836,0.7213358573062224
100872,0.4477736700648056
100910,0.48284959152356305
100913,0.26639044311172694
100918,0.5277024307382939
100931,0.3513609412047632
100952,0.6369064032149581
100953,0.3605110999880821
100965,0.369249579318584
100970,0.2778791947138471
100982,0.5198010987834932
100983,0.502592150899369
100984,0.28932462833914474
100987,0.4804953872947119
100997,0.289807508030731
100998,0.5163704266587203
101002,0.646054697691803
101005,0.6277340817332989
101008,0.5898785155498185
101020,0.38834772208947244
101021,0.531331974689696
101024,0.26349306732161254
101025,0.4748672054312719
101026,0.40812192323114055
101031,0.4056822270493709
101041,0.23840121405886536
101051,0.35130280499212013
101055,0.5991618567878866
101056,0.3827160604497014
101057,0.46139034422544634
101064,0.2699830124556009
101079,0.37062191075120016
101087,0.3430994083056605
101090,0.42344231445479447
101092,0.3735110403697964
101097,0.38735092859362324
101099,0.322265443307276
101107,0.4107648657319394
101118,0.36302431626386766
101125,0.5440055914896396
101126,0.37521227937274865
101128,0.47534576331998313
101136,0.4406353343464632
101140,0.33192516197448535
101149,0.3688166175163628
101160,0.3784913206746898
101169,0.43176026446293847
101181,0.3797653445504476
101186,0.24936890842552537
101190,0.4463222853563515
101193,0.6342412086102648
101194,0.29653078412672085
101198,0.4887187123374697
101200,0.4155257086612483
101204,0.499890200752342
101211,0.3534072010939664
101213,0.28041052183830534
101223,0.47470598417174126
101225,0.44720116819824396
101237,0.1640726761100022
101243,0.44047984986535205
101244,0.3852252848493518
101258,0.3133629251313687
101259,0.5492610132957603
101268,0.5123137057387377
101269,0.4408523314050187
101271,0.3868795953562564
101279,0.4603248191904894
101281,0.3957311565480665
101287,0.3720632858598351
101292,0.4305114195319944
101294,0.45146379386858393
101296,0.256105187321527
101297,0.41897770340467816
101299,0.2726112920918357
101301,0.48747024543837725
101305,0.34388174622682893
101308,0.2601362773104096
101318,0.27627097975173665
101327,0.3517212532215691
101329,0.4677335346386356
101332,0.27997723618770043
101337,0.5481944904134729
101343,0.3653935457306967
101345,0.3157623808317562
101346,0.4433310473138164
101353,0.2800603281518082
101354,0.383334675163437
101355,0.41176361498617187
101356,0.3147682824123415
101362,0.4381291511021689
101363,0.6442752737138197
101365,0.4168604120678723
101366,0.4801191369217122
101367,0.5411862831491447
101368,0.3996890368822998
101374,0.5214814498704916
101380,0.2452428076941097
101383,0.47804355404108284
101398,0.2761738263395563
101399,0.5012736752206736
101401,0.528833409603188
101412,0.4250769413955412
101426,0.4671916851773277
101427,0.5237984880624353
101428,0.6284996077822377
101429,0.5859718818759774
101434,0.416474146750927
101440,0.521679088582611
101448,0.600217882793088
101449,0.28907568290111774
101465,0.4385306772595592
101467,0.42125030015742926
101472,0.6835199209074113
101478,0.400827627971092
101497,0.4239378684855674
101504,0.4155821383187013
101547,0.5389730580752878
101548,0.4336074680728746
101555,0.293695257280681
101570,0.3615006701506163
101572,0.47529172158304983
101578,0.18358602238188249
101580,0.4804537788025703
101588,0.30802205758638995
101602,0.3153687381226706
101610,0.36521547613131783
101614,0.4277069960060563
101616,0.5655965597102958
101643,0.6157452991657985
101644,0.38820880172892275
101649,0.5265750167932315
101650,0.6575649562631766
101665,0.31201690024545553
101667,0.38692625040574996
101669,0.5175377735404235
101674,0.4819948684164112
101675,0.5252801506866366
101678,0.43263729939143347
101682,0.4430834240375186
101686,0.4195481644133533
101697,0.5785466128522689
101700,0.42347171109546095
101711,0.5764966747331774
101714,0.28583758625952266
101715,0.5610897166699063
101728,0.4574473677906686
101732,0.271972573878587
101757,0.44272512669173336
101758,0.4363015411439912
101759,0.5825247848130113
101762,0.235799913591316
101764,0.4284402983616736
101780,0.7854003825197038
101784,0.5606910760235349
101789,0.38913708718827844
101816,0.35356138136244186
101819,0.4736784009948948
101827,0.2298293264555223
101863,0.5197998803403802
101867,0.5867216649100302
101870,0.32794577767353505
101873,0.38121993928358155
101878,0.3028006741268595
101879,0.17653743381624817
101880,0.48323146083534496
101887,0.44312685820110326
101897,0.25047543953576684
101901,0.2612036643669811
101903,0.45212581371396804
101920,0.3474330556807649
101921,0.40728192292870175
101922,0.3694964505183959
101961,0.5542071834475737
101962,0.3776791239995699
101971,0.612109074360843
101976,0.6523722908800368
102002,0.4236070176513955
102005,0.45968865507591
102007,0.5252921774167886
102017,0.3704220155235783
102019,0.46238669417142303
102029,0.33400010022423676
102051,0.44739854926455513
102052,0.4222510531666941
102054,0.4232942390145614
102062,0.6163811222194588
102067,0.4471133432842001
102068,0.39487598866811924
102070,0.19898349654695371
102090,0.2898666181012995
102092,0.4520485788416472
102099,0.4597930964276226
102100,0.2714533499213732
102112,0.596096173780259
102113,0.39325776136886437
102122,0.3817031632316473
102123,0.3739207221606478
102125,0.4100479058704965
